trials.thisTrialN,trials.stepSize,trials.intensity,Fixation.started,grating.started,key_resp.started,Fixation.stopped,grating.stopped,corrAns,key_resp.corr,tilt,trials.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
53,0.5,1.5,88.2733471999818,88.7568018999882,88.7568018999882,88.77360899999621,89.05706729998928,left,1,-1.5,1,0.6746960000018589,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
54,0.5,1.5,89.45743869998842,89.95799080000143,89.95799080000143,89.95799080000143,90.25841619999846,right,1,1.5,1,0.753093400009675,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
55,0.5,1.5,90.7425491999893,91.24200189998373,91.24200189998373,91.24200189998373,91.542360499996,right,1,1.5,1,0.9564351000008173,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
56,0.5,1.0,92.22718929999974,92.71081049999339,92.71081049999339,92.72793509997427,93.01158939997549,left,1,-1.0,1,0.7680651000118814,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
57,0.5,1.0,93.49522369998158,93.99587199999951,93.99587199999951,93.99587199999951,94.29637969998294,right,1,1.0,1,0.8354883999854792,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
58,0.5,1.0,94.84694149999996,95.347193900001,95.347193900001,95.347193900001,95.64735129999463,left,1,-1.0,1,0.6781787000072654,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
59,0.5,1.0,96.0480283999932,96.53197279997403,96.53197279997403,96.54859079999733,96.83275599998888,right,1,1.0,1,0.7040016999817453,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
60,0.5,1.0,97.2663087999972,97.75018619999173,97.75018619999173,97.76686599999084,98.05005209997762,left,1,-1.0,1,0.8168053999834228,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
61,0.5,1.0,98.58450639998773,99.0850096999784,99.0850096999784,99.0850096999784,99.38487929999246,left,1,-1.0,1,0.7986288999964017,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
62,0.5,1.0,99.90230599997449,100.38667129998794,100.38667129998794,100.4029136999743,100.68681899999501,right,1,1.0,1,0.6924195000028703,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
63,0.5,1.0,101.10367429998587,101.58748269997886,101.58748269997886,101.60427889999119,101.88751269999193,right,1,1.0,1,0.6470468000043184,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
64,0.5,1.0,102.25551039999118,102.73899149999488,102.73899149999488,102.75512419998995,103.03894509997917,left,1,-1.0,1,0.6400033999816515,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
65,0.5,1.0,103.40640669999993,103.90681939999922,103.90681939999922,103.90681939999922,104.20726869997452,right,1,1.0,1,0.7247349000244867,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
66,0.5,1.0,104.65750729999854,105.15811059999396,105.15811059999396,105.15811059999396,105.45830949998344,left,1,-1.0,1,0.6681541000143625,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
67,0.5,1.0,105.85870959999738,106.34278019997873,106.34278019997873,106.35938359997817,106.64299059999757,right,1,1.0,1,0.7150468000036199,0001,001,2023-09-07_07h58.12.472,Adaptive staircase procedure,2023.1.3,60.2059283659444,
